age,job,marital,education,default,spending,housing,cash_loan,contact_number_type,maturity,app_channel,max_late_charge,cash_withdraw_freq,poutcome,y
33,management,married,tertiary,no,4020,yes,yes,cellular,251,1,0,0,unknown,no
53,management,married,secondary,no,200,no,yes,telephone,141,1,0,0,unknown,no
41,technician,single,secondary,no,200,yes,yes,cellular,154,1,0,0,unknown,no
60,blue-collar,married,secondary,no,322,yes,no,cellular,63,1,0,0,unknown,no
35,entrepreneur,married,primary,no,2643,no,yes,cellular,259,1,0,0,unknown,no
43,blue-collar,divorced,primary,no,200,yes,no,unknown,100,1,0,0,unknown,no
57,admin.,divorced,primary,no,200,no,no,unknown,17,10,0,0,unknown,no
46,admin.,married,secondary,no,3098,yes,no,telephone,192,9,0,0,unknown,no
31,blue-collar,married,primary,no,352,yes,no,unknown,97,9,0,0,unknown,no
53,technician,married,secondary,no,200,no,no,cellular,41,2,0,0,unknown,no
35,blue-collar,married,secondary,no,1949,yes,no,unknown,200,3,0,0,unknown,no
32,admin.,single,secondary,no,739,yes,no,cellular,91,3,0,0,unknown,no
48,management,married,tertiary,no,1167,yes,yes,cellular,264,1,0,0,unknown,yes
50,admin.,married,secondary,no,231,yes,no,cellular,32,2,0,0,unknown,no
40,blue-collar,married,primary,no,1136,yes,no,unknown,86,1,0,0,unknown,no
42,entrepreneur,married,tertiary,no,233,no,no,cellular,81,1,0,0,unknown,no
59,admin.,married,secondary,no,817,no,no,cellular,304,1,0,0,unknown,no
27,blue-collar,single,primary,no,1128,yes,no,unknown,88,4,0,0,unknown,no
32,management,single,tertiary,no,1831,yes,no,cellular,86,2,0,0,unknown,no
35,technician,single,secondary,no,450,yes,no,cellular,63,1,0,0,unknown,no
57,management,married,primary,no,1052,yes,no,unknown,227,4,0,0,unknown,no
42,admin.,single,secondary,no,1022,yes,no,unknown,146,2,0,0,unknown,no
55,admin.,married,primary,no,343,yes,no,cellular,276,3,0,0,unknown,no
26,blue-collar,single,secondary,no,200,yes,yes,cellular,14,6,0,0,unknown,no
52,technician,married,secondary,no,1781,yes,no,unknown,144,2,0,0,unknown,no
26,management,single,tertiary,no,350,no,no,cellular,2,1,0,0,unknown,no
33,unemployed,married,secondary,no,200,yes,no,cellular,132,1,0,0,unknown,no
24,blue-collar,single,primary,no,200,yes,yes,unknown,42,4,0,0,unknown,no
37,management,divorced,tertiary,no,200,yes,no,unknown,227,1,0,0,unknown,no
30,technician,single,secondary,no,200,yes,no,unknown,249,2,0,0,unknown,no
33,blue-collar,married,primary,no,200,yes,no,unknown,270,1,0,0,unknown,no
55,unknown,married,primary,no,200,no,no,unknown,15,1,0,0,unknown,no
33,blue-collar,married,secondary,no,1134,yes,no,unknown,304,2,0,0,unknown,no
42,blue-collar,married,secondary,no,352,yes,no,cellular,79,3,0,0,unknown,no
37,management,married,tertiary,no,865,yes,no,cellular,101,1,0,0,unknown,no
59,blue-collar,married,primary,no,200,yes,no,unknown,55,3,0,0,unknown,no
27,blue-collar,single,secondary,no,200,yes,no,unknown,205,3,0,0,unknown,no
23,student,married,tertiary,yes,230,yes,no,cellular,259,2,0,0,unknown,no
51,management,divorced,tertiary,no,200,no,no,cellular,60,2,0,0,unknown,no
50,blue-collar,married,primary,no,3924,yes,no,cellular,122,2,0,0,unknown,no
43,technician,married,secondary,no,764,yes,no,cellular,192,5,0,0,unknown,no
37,blue-collar,divorced,primary,no,511,yes,no,telephone,42,1,0,0,unknown,no
34,management,single,tertiary,no,4348,yes,no,cellular,8,8,0,0,unknown,no
41,management,married,tertiary,no,3016,yes,no,cellular,80,3,0,0,unknown,no
26,student,single,secondary,no,279,no,no,cellular,239,3,0,0,unknown,no
49,management,divorced,tertiary,no,1405,no,no,unknown,29,1,0,0,unknown,no
29,blue-collar,single,secondary,no,908,yes,no,unknown,203,1,0,0,unknown,yes
30,management,single,tertiary,no,200,yes,no,unknown,186,4,0,0,unknown,no
38,services,divorced,secondary,no,792,no,no,unknown,65,1,0,0,unknown,no
58,management,married,secondary,no,200,no,no,telephone,58,2,0,0,unknown,no
53,services,divorced,unknown,no,1012,yes,no,cellular,332,2,0,0,unknown,no
57,housemaid,single,secondary,no,254,no,no,cellular,311,1,0,0,unknown,no
53,technician,divorced,unknown,no,629,yes,no,cellular,298,1,0,0,unknown,no
48,blue-collar,married,secondary,no,202,yes,yes,cellular,225,4,0,0,unknown,no
34,management,married,tertiary,no,703,yes,no,cellular,342,1,0,0,unknown,yes
46,blue-collar,married,secondary,no,216,yes,no,cellular,39,3,0,0,unknown,no
45,services,divorced,secondary,no,200,no,yes,cellular,332,1,0,0,unknown,no
51,admin.,single,tertiary,no,200,yes,no,cellular,158,1,0,0,unknown,no
31,management,married,secondary,no,466,yes,no,cellular,164,1,0,0,unknown,no
32,blue-collar,married,secondary,no,456,no,no,cellular,121,1,0,0,unknown,no
41,technician,married,secondary,no,200,yes,no,cellular,56,1,0,0,unknown,no
37,services,single,secondary,no,244,no,no,unknown,178,1,0,0,unknown,no
27,blue-collar,single,primary,no,1209,no,no,cellular,283,1,0,0,unknown,no
50,management,married,secondary,yes,421,no,no,cellular,22,5,0,0,unknown,no
39,technician,married,tertiary,no,794,no,no,telephone,182,1,0,0,unknown,no
31,entrepreneur,single,tertiary,no,1957,no,no,cellular,112,3,0,0,unknown,no
48,technician,married,secondary,no,454,yes,no,cellular,114,1,0,0,unknown,no
32,blue-collar,single,primary,no,882,no,yes,cellular,80,8,0,0,unknown,no
35,management,single,tertiary,no,714,yes,no,cellular,135,22,0,0,unknown,no
42,management,single,tertiary,no,200,no,no,cellular,99,1,0,0,unknown,no
47,blue-collar,married,secondary,no,1996,no,no,unknown,31,2,0,0,unknown,yes
59,retired,married,secondary,no,200,no,no,cellular,99,1,0,0,unknown,no
38,admin.,married,secondary,no,3190,yes,no,unknown,20,2,0,0,unknown,no
50,unemployed,married,secondary,no,1772,no,no,cellular,206,4,0,0,unknown,no
27,services,single,secondary,no,200,no,no,cellular,283,2,0,0,unknown,no
55,housemaid,married,primary,no,200,no,no,unknown,64,1,0,0,unknown,no
31,technician,single,tertiary,no,454,no,no,cellular,73,3,0,0,unknown,no
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,156,2,0,0,unknown,no
28,technician,single,secondary,yes,298,yes,no,unknown,194,7,0,0,unknown,no
42,technician,married,secondary,no,439,no,no,cellular,143,2,0,0,unknown,no
40,services,divorced,secondary,no,1927,yes,no,unknown,62,1,0,0,unknown,no
40,services,single,secondary,no,200,yes,no,cellular,15,3,0,0,unknown,no
43,technician,married,secondary,no,932,yes,no,cellular,202,1,0,0,unknown,no
38,technician,single,secondary,no,4366,yes,no,cellular,188,2,0,0,unknown,no
54,retired,married,primary,no,200,yes,no,cellular,159,2,0,0,unknown,no
41,blue-collar,married,secondary,no,4900,yes,no,telephone,121,2,0,0,unknown,no
33,management,married,tertiary,no,200,no,no,unknown,352,1,0,0,unknown,no
46,blue-collar,married,secondary,no,200,no,no,cellular,71,3,0,0,unknown,no
36,management,married,secondary,no,200,no,no,cellular,144,2,0,0,unknown,no
48,technician,divorced,tertiary,no,200,no,yes,cellular,38,1,0,0,unknown,no
42,management,married,secondary,no,200,yes,no,cellular,60,2,0,0,unknown,no
49,technician,married,secondary,yes,1680,yes,yes,unknown,92,4,0,0,unknown,no
51,entrepreneur,divorced,tertiary,no,200,yes,yes,cellular,74,5,0,0,unknown,no
58,blue-collar,married,primary,no,309,no,no,cellular,156,2,0,0,unknown,no
48,management,married,tertiary,no,866,no,no,cellular,146,2,0,0,unknown,no
41,admin.,single,secondary,no,1020,yes,no,unknown,152,1,0,0,unknown,yes
49,self-employed,married,primary,no,489,yes,no,unknown,84,4,0,0,unknown,no
43,management,married,primary,no,8167,yes,no,unknown,114,2,0,0,unknown,no
32,blue-collar,single,secondary,no,255,no,yes,unknown,227,3,0,0,unknown,no
54,retired,married,secondary,no,3671,no,no,unknown,67,3,0,0,unknown,no
33,blue-collar,divorced,primary,no,636,yes,no,cellular,211,11,0,0,unknown,no
35,technician,married,secondary,no,200,yes,no,cellular,299,2,0,0,unknown,no
57,technician,married,secondary,no,839,no,yes,unknown,225,1,0,0,unknown,no
31,housemaid,single,primary,no,26965,no,no,cellular,289,2,0,0,unknown,yes
33,technician,single,secondary,no,716,yes,no,cellular,234,2,0,0,unknown,no
29,technician,single,tertiary,no,2485,no,no,telephone,48,6,0,0,unknown,no
37,admin.,married,secondary,no,11303,no,no,cellular,135,2,0,0,unknown,no
33,entrepreneur,married,tertiary,no,595,no,no,cellular,22,2,0,0,unknown,no
30,management,single,tertiary,no,19358,no,no,cellular,258,2,0,0,unknown,no
31,self-employed,single,secondary,no,203,no,yes,cellular,177,1,0,0,unknown,no
28,technician,single,tertiary,no,200,yes,yes,unknown,62,2,0,0,unknown,no
50,housemaid,divorced,primary,no,200,yes,no,cellular,184,4,0,0,unknown,no
48,management,married,primary,no,606,no,no,cellular,77,6,0,0,unknown,no
41,technician,married,secondary,no,200,no,yes,cellular,107,1,0,0,unknown,no
60,technician,married,primary,no,200,yes,no,unknown,298,2,0,0,unknown,yes
41,blue-collar,married,secondary,no,338,yes,no,unknown,87,1,0,0,unknown,no
43,blue-collar,married,primary,no,757,yes,no,unknown,315,4,0,0,unknown,no
36,management,married,tertiary,no,9269,yes,yes,cellular,107,2,0,0,unknown,no
40,blue-collar,married,primary,no,1206,no,yes,telephone,201,5,0,0,unknown,no
37,technician,married,tertiary,no,200,yes,no,cellular,77,1,0,0,unknown,no
31,blue-collar,married,secondary,no,1407,yes,no,cellular,142,3,0,0,unknown,no
31,technician,single,secondary,yes,200,no,no,cellular,16,1,0,0,unknown,no
31,blue-collar,married,secondary,no,1354,yes,yes,cellular,222,2,0,0,unknown,no
35,blue-collar,married,primary,no,793,yes,no,cellular,106,1,0,0,unknown,no
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,117,1,0,0,unknown,no
33,technician,single,secondary,no,5235,no,no,cellular,67,3,0,0,unknown,no
58,technician,single,secondary,no,409,no,yes,cellular,278,2,0,0,unknown,no
45,management,married,tertiary,no,459,no,no,cellular,143,6,0,0,unknown,no
28,services,single,secondary,no,200,no,no,cellular,128,2,0,0,unknown,yes
40,management,married,tertiary,no,200,no,no,unknown,172,6,0,0,unknown,no
30,services,single,secondary,no,3485,no,no,cellular,142,2,0,0,unknown,no
34,entrepreneur,married,secondary,no,200,yes,yes,unknown,127,2,0,0,unknown,no
40,blue-collar,married,secondary,no,952,no,yes,unknown,140,1,0,0,unknown,no
59,retired,married,primary,no,1427,no,no,unknown,140,2,0,0,unknown,no
43,technician,single,tertiary,no,1017,yes,no,unknown,257,2,0,0,unknown,no
33,technician,divorced,secondary,no,200,no,no,cellular,91,2,0,0,unknown,no
33,management,married,secondary,no,4040,yes,no,cellular,132,2,0,0,unknown,no
36,blue-collar,married,secondary,no,200,no,no,unknown,284,1,0,0,unknown,no
32,self-employed,single,secondary,no,1259,no,no,cellular,184,2,0,0,unknown,no
25,admin.,married,secondary,no,200,yes,no,cellular,225,1,0,0,unknown,no
25,blue-collar,married,secondary,no,200,yes,no,unknown,241,3,0,0,unknown,no
38,technician,single,tertiary,no,221,no,no,cellular,79,3,0,0,unknown,no
34,management,married,tertiary,no,200,yes,no,cellular,156,1,0,0,unknown,no
67,blue-collar,married,secondary,no,16353,no,no,cellular,223,2,0,0,unknown,no
32,blue-collar,married,secondary,no,200,yes,no,unknown,198,1,0,0,unknown,no
45,housemaid,married,primary,no,7353,no,no,cellular,171,2,0,0,unknown,no
33,blue-collar,married,primary,no,511,yes,no,unknown,304,2,0,0,unknown,no
32,technician,divorced,secondary,no,1097,yes,no,unknown,298,2,0,0,unknown,no
54,retired,divorced,tertiary,no,6102,yes,yes,unknown,86,6,0,0,unknown,no
51,admin.,divorced,secondary,no,340,yes,no,unknown,186,1,0,0,unknown,no
42,blue-collar,married,primary,no,200,yes,no,cellular,167,3,0,0,unknown,no
41,admin.,married,secondary,no,2993,yes,no,cellular,24,12,0,0,unknown,no
39,management,divorced,tertiary,no,3575,no,yes,cellular,74,3,0,0,unknown,no
38,blue-collar,married,secondary,no,361,yes,no,unknown,236,1,0,0,unknown,no
39,management,married,secondary,no,1072,yes,no,unknown,73,2,0,0,unknown,no
46,blue-collar,married,primary,no,2904,no,no,cellular,277,2,0,0,unknown,no
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,18,3,0,0,unknown,no
33,blue-collar,married,secondary,no,200,yes,no,unknown,364,1,0,0,unknown,no
37,technician,married,secondary,no,1633,yes,no,unknown,229,3,0,0,unknown,no
31,management,married,tertiary,no,8312,no,no,cellular,43,13,0,0,unknown,no
34,blue-collar,divorced,unknown,no,200,no,no,cellular,177,1,0,0,unknown,yes
40,technician,married,secondary,no,200,no,no,unknown,37,22,0,0,unknown,no
40,blue-collar,married,secondary,no,1451,no,no,cellular,314,1,0,0,unknown,yes
41,technician,married,secondary,no,1066,no,no,cellular,109,3,0,0,unknown,yes
52,management,married,tertiary,no,3163,no,no,cellular,56,6,0,0,unknown,no
40,services,single,secondary,no,888,yes,no,unknown,169,2,0,0,unknown,no
48,blue-collar,single,unknown,no,428,yes,no,cellular,127,1,0,0,unknown,no
33,management,divorced,secondary,no,200,no,no,cellular,175,3,0,0,unknown,no
44,technician,divorced,secondary,no,200,no,no,cellular,56,2,0,0,unknown,no
55,management,married,tertiary,no,979,no,yes,cellular,123,1,0,0,unknown,no
51,admin.,married,secondary,no,2662,no,no,telephone,148,2,0,0,unknown,no
34,management,single,tertiary,no,200,no,no,cellular,231,1,0,0,unknown,no
58,retired,divorced,unknown,no,5920,yes,no,cellular,255,1,0,0,unknown,no
39,management,single,tertiary,no,816,yes,no,cellular,37,3,0,0,unknown,no
55,management,divorced,unknown,no,200,yes,no,unknown,95,1,0,0,unknown,no
35,technician,single,secondary,no,200,no,no,unknown,134,2,0,0,unknown,no
37,technician,single,tertiary,no,3315,yes,no,cellular,90,2,0,0,unknown,no
41,blue-collar,married,secondary,no,552,yes,no,cellular,98,1,0,0,unknown,no
52,admin.,married,secondary,no,2347,no,yes,cellular,238,3,0,0,unknown,no
34,blue-collar,single,secondary,no,3723,yes,no,unknown,47,5,0,0,unknown,no
53,management,divorced,primary,no,255,no,no,cellular,126,1,0,0,unknown,no
33,management,single,tertiary,no,3143,no,no,cellular,56,2,0,0,unknown,yes
47,self-employed,married,secondary,no,200,no,no,unknown,174,8,0,0,unknown,no
33,management,single,tertiary,no,1909,no,no,cellular,191,2,0,0,unknown,no
55,blue-collar,married,primary,no,3873,no,no,telephone,222,1,0,0,unknown,no
44,admin.,married,secondary,no,262,yes,no,cellular,74,1,0,0,unknown,no
25,services,single,secondary,no,3217,yes,no,unknown,24,1,0,0,unknown,no
41,blue-collar,married,primary,no,2067,yes,no,cellular,128,7,0,0,unknown,no
34,blue-collar,single,secondary,no,215,no,no,cellular,350,3,0,0,unknown,yes
36,services,divorced,secondary,no,1594,no,no,unknown,250,3,0,0,unknown,no
44,self-employed,married,tertiary,no,200,no,no,cellular,86,4,0,0,unknown,no
34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,6,1,0,0,unknown,no
56,blue-collar,divorced,primary,no,3021,no,no,unknown,54,2,0,0,unknown,no
43,management,divorced,tertiary,no,388,yes,no,unknown,262,2,0,0,unknown,yes
28,blue-collar,single,secondary,no,3412,yes,no,cellular,22,4,0,0,unknown,no
54,blue-collar,married,secondary,no,1291,yes,no,unknown,266,1,0,0,unknown,no
37,technician,divorced,secondary,no,200,no,no,cellular,191,1,0,0,unknown,no
58,blue-collar,divorced,secondary,no,543,no,yes,telephone,264,3,0,0,unknown,no
56,management,divorced,tertiary,no,1016,yes,no,unknown,184,5,0,0,unknown,no
32,blue-collar,single,secondary,no,604,no,yes,cellular,95,3,0,0,unknown,no
42,management,single,tertiary,no,525,no,no,cellular,127,2,0,0,unknown,no
52,retired,divorced,primary,no,353,no,no,cellular,30,4,0,0,unknown,no
46,management,married,tertiary,no,964,yes,no,cellular,174,1,0,0,unknown,no
37,admin.,married,tertiary,no,3913,yes,no,cellular,124,1,0,0,unknown,yes
39,blue-collar,married,primary,no,879,yes,no,unknown,102,2,0,0,unknown,no
31,admin.,married,secondary,no,314,yes,no,cellular,279,1,0,0,unknown,no
59,housemaid,married,primary,no,200,no,no,cellular,76,11,0,0,unknown,no
38,blue-collar,married,secondary,no,1370,yes,no,cellular,107,2,0,0,unknown,no
58,management,married,secondary,no,200,no,no,cellular,84,11,0,0,unknown,no
40,services,married,secondary,no,342,yes,no,unknown,24,1,0,0,unknown,no
34,technician,married,secondary,no,209,yes,yes,cellular,10,2,0,0,unknown,no
31,technician,single,tertiary,no,438,yes,no,cellular,130,2,0,0,unknown,no
39,admin.,single,secondary,no,1242,yes,no,unknown,303,3,0,0,unknown,no
34,entrepreneur,married,tertiary,no,355,yes,no,unknown,261,1,0,0,unknown,no
24,blue-collar,married,secondary,no,204,yes,yes,cellular,229,3,0,0,unknown,no
41,management,married,tertiary,no,10758,yes,no,cellular,288,1,0,0,unknown,no
40,management,married,tertiary,no,200,yes,no,cellular,219,3,0,0,unknown,no
45,technician,single,secondary,no,410,yes,no,unknown,161,4,0,0,unknown,yes
36,management,married,tertiary,no,605,yes,no,unknown,204,1,0,0,unknown,no
53,management,married,tertiary,no,200,no,no,unknown,19,6,0,0,unknown,no
23,student,single,secondary,no,8494,no,no,cellular,158,2,0,0,unknown,no
42,entrepreneur,married,primary,no,200,yes,no,unknown,314,1,0,0,unknown,no
48,blue-collar,married,secondary,no,841,yes,no,unknown,215,1,0,0,unknown,no
34,management,married,tertiary,no,200,no,no,cellular,169,4,0,0,unknown,no
36,admin.,married,secondary,no,470,yes,no,cellular,101,4,0,0,unknown,no
43,retired,married,secondary,no,520,yes,no,unknown,15,13,0,0,unknown,no
36,blue-collar,married,secondary,no,439,yes,no,unknown,260,5,0,0,unknown,no
49,blue-collar,married,secondary,no,454,yes,no,cellular,193,1,0,0,unknown,yes
55,retired,married,secondary,no,466,no,no,unknown,287,4,0,0,unknown,no
53,retired,married,secondary,no,665,yes,no,cellular,6,2,0,0,unknown,yes
45,admin.,married,secondary,no,5346,yes,yes,unknown,187,1,0,0,unknown,yes
31,blue-collar,married,secondary,no,1243,yes,no,unknown,32,1,0,0,unknown,no
32,admin.,married,tertiary,no,200,yes,no,unknown,138,1,0,0,unknown,no
36,blue-collar,married,secondary,no,2357,yes,no,unknown,228,2,0,0,unknown,no
56,retired,married,secondary,no,1044,no,no,telephone,353,2,0,0,unknown,yes
46,admin.,married,secondary,no,1069,yes,no,unknown,45,2,0,0,unknown,no
41,housemaid,single,secondary,no,231,no,no,cellular,76,2,0,0,unknown,no
31,admin.,married,secondary,no,200,yes,yes,unknown,144,2,0,0,unknown,no
32,technician,married,secondary,no,266,yes,no,cellular,168,2,0,0,unknown,no
49,retired,single,primary,no,25824,no,no,unknown,94,1,0,0,unknown,no
46,management,single,primary,no,538,no,no,unknown,118,3,0,0,unknown,no
29,technician,single,secondary,no,534,yes,no,cellular,17,1,0,0,unknown,no
36,admin.,married,unknown,no,2323,no,no,cellular,111,1,0,0,unknown,no
38,admin.,married,secondary,no,1852,yes,no,cellular,298,2,0,0,unknown,no
53,technician,married,secondary,no,2647,yes,no,unknown,121,1,0,0,unknown,no
43,management,married,tertiary,no,2767,yes,no,unknown,317,7,0,0,unknown,no
41,management,married,tertiary,no,200,yes,yes,unknown,42,1,0,0,unknown,no
42,management,single,secondary,no,9720,no,no,cellular,81,2,0,0,unknown,no
39,admin.,divorced,secondary,no,2903,yes,yes,telephone,259,2,0,0,unknown,no
41,blue-collar,married,secondary,no,780,yes,no,cellular,67,3,0,0,unknown,no
44,unemployed,married,tertiary,no,200,no,no,cellular,126,2,0,0,unknown,no
